FDI,Property Time,Cost Procedures,Business Time,Business Procedure,Tribute Time,Government Spending,Exchange,Inflation,gdp_pc,Unemployment,Tax Burden,Diversity,Quality,Shadow Economy,Autocracy,Closed Anocracy,Democracy,Dem. Full,Dem. Interregnum,Dem. Interruption,Open Anocracy,Dem. Transition
14.4078713936676,132.0,5.8,27.0,6.0,156.0,21.9387885339603,149.567509299511,2.26470714433403,38705.1067959147,8.246,42.8,1.6493922,1.01,20.74,0,0,0,1,0,0,0,0
20.5026740062328,132.0,5.6,4.5,5.0,156.0,21.6158948183584,152.468446875303,1.93172111672469,44319.165448813,7.459,44.1,1.6382358,1.01,18.27,0,0,1,0,0,0,0,0
36.8029204549977,132.0,5.5,4.5,5.0,156.0,22.6661446948071,161.088447790447,1.90884542543854,48303.397956286,6.976,43.9499,1.6359611,1.01,18.28,0,0,1,0,0,0,0,0
16.0070029161629,79.0,5.6,4.5,5.0,156.0,24.191913477768,135.406040531897,0.533179397971551,44760.2912443709,7.908,41.53827999,1.6295998,1.02,18.74,0,0,1,0,0,0,0,0
26.0669819962462,79.0,5.7,4.5,5.0,131.0,23.7326860900242,149.997673074386,1.89207786027008,44184.946353964,8.293,42.2,1.8632585,1.02,18.8,0,0,1,0,0,0,0,0
31.265983348903,64.0,5.5,4.5,5.0,131.0,24.0494265732331,161.493723664633,1.8072994675872,47410.5669277464,7.14,41.8,1.9064703,1.02,17.71,0,0,1,0,0,0,0,0
2.38036960149692,64.0,5.3,4.5,5.0,131.0,24.3033528607648,160.746030229324,1.9611193413831,44670.5606845101,7.542,44.8,1.955518,1.03,18.28,0,0,1,0,0,0,0,0
-5.68061237430678,64.0,5.3,4.5,5.0,135.0,24.3127672571778,157.850845041743,1.27125815498337,46757.9518559598,8.425,45.0,2.0515947,1.03,18.81,0,0,1,0,0,0,0,0
-2.84014749508768,64.0,5.2,4.5,5.0,135.0,24.2338958514732,158.783215919076,0.982645554501687,47764.0715120833,8.523,44.8,2.0196149,1.02,18.06,0,0,1,0,0,0,0,0
-0.658688596039682,120.0,173.6,34.5,11.0,270.0,8.80946780461131,39.9029743365096,0.769711003809874,784.119075060929,1.8435,52.4,4.3633389,0.87,55.49,0,0,0,0,0,0,1,0
-0.133820369489742,120.0,168.2,34.5,11.0,270.0,8.9910736442313,39.0959311879142,4.29366413526147,805.904685277445,1.8435,52.2,3.8319407,0.78,56.38,0,0,0,0,0,0,1,0
-0.175764667500162,120.0,211.1,34.5,11.0,270.0,9.6667347066507,39.7746987128551,2.09431707279076,837.132002451152,1.8435,67.3,3.6366572,0.71,55.79,0,0,1,0,0,0,0,0
1.70386973478895,120.0,197.2,34.5,11.0,270.0,9.56848525645387,49.1137841529705,0.390153238195737,944.6431721273,1.8435,67.8,3.873517,0.71,52.75,0,0,1,0,0,0,0,0
0.492562990177947,120.0,198.2,34.5,11.0,270.0,10.2335884526485,47.7753592695169,6.43415220578032,1098.94667867138,1.8435,67.4575,4.0214653,0.65,53.52,0,0,1,0,0,0,0,0
-0.193121764606276,120.0,157.4,34.5,11.0,270.0,11.2886208595087,44.7026290629806,2.53969206095486,1061.71835954714,1.8435,67.1884,3.9575546,0.65,56.63,0,0,1,0,0,0,0,0
0.561144747750257,120.0,154.4,34.5,11.0,270.0,11.2118694926743,51.4308599492924,0.880885670477909,1009.48949478478,1.04,75.9,3.6221027,0.59,54.49,0,0,1,0,0,0,0,0
1.50844050539909,120.0,149.9,32.5,10.0,270.0,11.0235419657792,47.2170288118403,3.73308304042652,1099.4143107361,2.647,75.8,3.805445,0.58,55.12,0,0,1,0,0,0,0,0
2.52705777310103,120.0,126.9,29.5,9.0,270.0,11.1283007356691,50.7367367791134,7.69890807691425,1112.56953619685,1.8435,76.2,3.8314865,0.6,53.64,0,0,1,0,0,0,0,0
2.87863747120322,120.0,122.8,18.5,8.0,270.0,11.0422342334299,59.2001918331875,1.39729839455183,1214.29556540248,1.8435,76.1,3.8469033,0.63,50.71,0,0,1,0,0,0,0,0
3.05420993339701,120.0,55.9,12.5,8.0,270.0,10.1801970840633,65.2682749404551,-0.247782653882282,1251.50476511083,1.8435,68.3,3.5464361,0.71,46.33,0,0,1,0,0,0,0,0
0.263190306590613,182.0,139.7,40.0,12.0,270.0,14.2360467040752,35.4809436017462,0.0906485898375564,405.451276438268,4.593666666666667,77.7,4.5459962,0.89,38.69,0,1,0,0,0,0,0,0
0.84814587465402,182.0,137.4,40.0,12.0,270.0,13.7928275192666,34.1721697681049,3.73938539728054,442.944430628899,4.0,77.6,5.0879912,0.98,37.25,0,1,0,0,0,0,0,0
