"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,
"Antigua and Barbuda","311","Export Diversification Index","total_theil","Value","3.3140132","2.9643366","3.6502876","3.8127329","3.7234151","4.2548823","4.3633614","3.2096756","3.6248412","4.7344937","5.6229482","5.4623437","5.469388","5.1587348","5.7175007","5.8624544","4.8321915","3.6922927","2.442261","2.4149113","4.9620872","2.600436","5.4259562","5.5211496",
"Bulgaria","918","Export Diversification Index","total_theil","Value","1.8915012","1.7028962","1.7676241","1.7815051","1.8465101","1.7029175","1.7928942","1.8839054","1.9094149","2.0540648","2.0697336","1.9715232","1.9831473","1.9403439","1.8984636","1.9813149","1.8439385","1.8475097","1.8782036","2.2029235","2.197814","2.2541692","2.2347832","2.1005907",
"Congo, Democratic Republic of","636","Export Diversification Index","total_theil","Value","4.4618158","4.2992334","4.4081669","4.616919","4.6820002","4.6035023","4.7529149","4.9541655","5.2392597","4.9410863","4.8919759","5.2802253","4.7096367","4.4959178","4.3224211","4.1485267","4.1005955","4.246346","4.1918883","4.2334752","4.2925024","4.4817872","4.5130706","4.6362953",
"Singapore","576","Export Diversification Index","total_theil","Value","2.4998217","2.5084178","2.5765464","2.6767514","2.7553294","2.8702912","2.9176595","2.92996","2.9475574","3.0311913","2.8844485","2.8907874","2.9485791","2.9568529","2.896029","2.8814757","2.7941504","2.6191807","2.6986611","3.2300379","3.326432","3.2917335","3.2982841","3.1689844",
"Solomon Islands","813","Export Diversification Index","total_theil","Value","4.0834622","4.2339044","4.6448689","4.8136806","4.6699924","4.6816869","4.5748434","4.2535033","4.489141","4.4895549","4.3651581","4.7742214","4.7375326","4.7684898","4.9614792","5.1388955","4.9765511","4.7725329","4.9324512","4.877965","4.801187","4.7924075","4.9184079","4.8652725",
"Gabon","646","Export Diversification Index","total_theil","Value","5.6084356","5.5174007","5.6049261","5.5085163","5.4717264","5.542943","5.5739579","5.3480902","5.2991104","5.6220746","5.5190058","5.4615841","5.5174904","5.3808808","5.4671597","5.3593917","5.3828354","5.3308005","5.1390424","5.319891","5.2513413","5.4532971","5.3597317","5.6162829",
"United Kingdom","112","Export Diversification Index","total_theil","Value","1.4221627","1.4342234","1.5159534","1.4887305","1.5048964","1.5530969","1.5619128","1.5785884","1.6784825","1.7874968","1.7532903","1.7537564","1.7454264","1.7421008","1.7467004","1.7477307","1.7487919","1.7653791","1.7656996","1.913458","1.8923309","1.9411215","1.947046","1.9451464",
"Chad","628","Export Diversification Index","total_theil","Value","5.7309051","5.642364","5.2651424","5.1692009","5.2994671","5.2975297","5.3822956","5.3560314","5.3087883","5.132987","5.1496334","5.0315142","4.8790855","5.7085848","5.7710214","5.9018393","5.9720592","6.0384951","5.929832","5.5973496","6.0203123","5.9425273","5.924202","5.9969826",
"Togo","742","Export Diversification Index","total_theil","Value","4.1886439","4.3670702","4.3737893","4.0935707","3.7938721","4.1159053","3.9460464","4.018496","3.6708865","3.4856517","2.9598811","2.8031218","3.0275671","2.9212174","2.7458076","2.9569554","3.2432637","3.8635843","3.6594353","3.6770899","3.7128119","2.9008181","2.7291329","2.551681",
"Zambia","754","Export Diversification Index","total_theil","Value","5.4787331","5.305131","5.1580787","5.0149331","5.0516129","4.697782","4.4423842","3.7566576","3.7771101","3.7707734","3.9780035","3.8500693","3.7916617","4.0283914","4.2403541","4.6445856","4.4718418","4.4480047","4.4516735","4.7782426","4.6710238","4.6568794","4.6065106","4.6103148",
"Zimbabwe","698","Export Diversification Index","total_theil","Value","3.0451763","2.9453094","2.6948025","2.7864213","2.7353351","2.893275","3.1375682","3.0797524","3.1034362","2.988867","3.1021576","3.0530627","2.9556155","2.9635406","2.8776822","3.1879764","3.2569568","3.2691777","3.0502491","3.2749047","3.4908826","3.6887712","3.7569959","3.8828883",
"Latvia","941","Export Diversification Index","total_theil","Value","0","3.0266271","3.0095062","2.4048741","2.2528021","2.4504869","2.3092637","2.1791897","2.3236871","2.3719869","2.3385522","2.2301612","2.2352979","2.0228806","1.846091","1.729","1.7027893","1.6423223","1.6666372","1.7570509","1.7868167","1.8535647","1.8431913","1.8646137",
"China, P.R.: Macao","546","Export Diversification Index","total_theil","Value","3.7923899","3.9068451","3.8511822","3.9726934","4.0305233","4.2128386","4.3716936","4.3296723","4.4264169","4.5536842","4.5996981","4.6433277","4.7362733","4.7410812","4.62714","4.5520997","4.412466","3.9992576","2.8451231","3.3674722","3.2778006","3.2538245","2.8880646","3.09884",
"Cote d'Ivoire","662","Export Diversification Index","total_theil","Value","3.701442","3.7275603","3.7473531","3.8321049","3.451231","3.5634623","3.4846966","3.7395904","3.6982179","3.5102649","3.5326986","3.6465065","3.9214928","3.7014813","3.7349946","3.7455785","3.7557502","3.7584856","3.8501003","3.8942137","4.0313287","3.8482416","3.8592978","4.1336646",
"Finland","172","Export Diversification Index","total_theil","Value","2.0730386","2.063477","2.0118032","1.9978034","2.1110682","2.0772703","2.0710876","2.2650971","2.3596621","2.5145817","2.5030227","2.4390588","2.3075862","2.2630997","2.4353132","2.3510995","2.1144979","2.0920322","2.0293934","2.2117059","2.1542463","2.1600897","2.203125","2.1748638",
"Fiji","819","Export Diversification Index","total_theil","Value","3.3941407","3.3627162","3.4732025","3.4315691","3.6541524","3.5385985","3.5164802","3.4028063","3.543211","3.4482341","3.3619103","3.2680957","3.2413638","3.2255526","3.0511208","3.0362694","2.8992276","2.9290361","2.9178047","3.4551558","3.5097737","3.5469337","3.4598832","3.3849771",
"France","132","Export Diversification Index","total_theil","Value","1.3452085","1.3508465","1.365817","1.3361917","1.3425709","1.3767924","1.4237868","1.4708706","1.5173841","1.5817022","1.5806422","1.5686952","1.5972608","1.60226","1.5692115","1.578844","1.5673589","1.5499884","1.5984428","1.672677","1.6404891","1.6758394","1.6737633","1.6947205",
"Faroe Islands","816","Export Diversification Index","total_theil","Value","5.2107496","5.1323166","5.197176","5.0760093","5.0002718","5.0074158","5.1504736","5.0908017","5.0712347","4.9952459","4.9301229","4.8244119","4.800333","4.8766823","5.0359774","4.6770349","4.7422767","4.6962223","5.2433519","5.3793192","5.5788684","5.585289","5.5260615","5.5635133",
"Colombia","233","Export Diversification Index","total_theil","Value","3.2561927","3.1216612","3.1076643","3.131197","3.1268251","3.0747859","3.1108325","3.0386012","3.1264133","3.0527713","2.7943144","2.7923875","2.7579746","2.7415314","2.7715223","2.7627704","2.8234811","2.9462788","2.9533794","3.43625","3.6708233","3.7812002","3.8821647","3.9547873",
"Comoros","632","Export Diversification Index","total_theil","Value","4.9029193","5.0104103","5.1141987","4.5127034","4.4815478","4.240634","4.1137381","4.2359447","3.6769133","5.0293841","5.7888193","5.4235911","5.6506009","5.191195","4.2656612","4.1775036","4.2394886","4.2692542","4.148953","4.1971564","4.7626767","4.4187679","4.6522393","4.7905402",
"Iran, Islamic Republic of","429","Export Diversification Index","total_theil","Value","5.8139262","5.6567354","5.4446445","5.3977156","5.3955188","5.4954305","5.4044828","4.9531903","4.9914923","5.3194842","5.280406","4.9938087","5.1005406","5.0985146","5.1633735","5.071672","5.3461003","5.4310627","5.3353405","4.8989768","5.1299734","4.8038912","4.545599","4.64464",
"Morocco","686","Export Diversification Index","total_theil","Value","3.1282692","3.0944088","3.0813677","3.0853503","3.0826583","3.1344566","3.1668596","3.1375685","3.1165409","3.1221657","3.1292977","3.1098771","3.0963469","3.0346613","2.9849246","2.9788234","2.9559822","3.0267441","2.8967745","2.9060652","2.9250271","2.8831656","2.8739932","2.9162343",
"Moldova","921","Export Diversification Index","total_theil","Value","0","2.6711476","2.8562043","2.3572323","2.4385798","2.7713394","2.9135208","2.836561","2.7219365","2.8246732","2.9112482","2.8628161","2.9190354","3.0164058","3.0592656","2.7949746","2.7346241","2.8478925","2.6548347","2.6425688","2.6778822","2.7255108","2.7067266","2.7364631",
"Madagascar","674","Export Diversification Index","total_theil","Value","3.3875575","3.4924984","3.3878684","3.5137184","3.4331906","3.3449299","3.3410676","3.5145409","3.5572178","3.7877998","3.9696045","3.8934133","4.0386996","3.977613","3.8504987","3.858959","3.9101481","3.8135321","3.7124288","3.4054933","3.6160607","3.5325811","3.4648988","3.5213609",
"Burundi","618","Export Diversification Index","total_theil","Value","5.2764959","5.104238","4.6164851","4.8118839","5.5690722","4.6801677","5.4992418","5.5433545","5.4659114","5.2592864","4.3736095","4.0261798","5.1008854","4.4635925","5.4528461","3.4513924","4.1221805","3.8497088","4.635016","4.7304459","4.7706451","4.5411172","4.1199841","3.4443107",
"Belgium","124","Export Diversification Index","total_theil","Value","0","0","0","0","0","0","0","0","1.5876218","1.6612159","1.6434251","1.6349432","1.6523736","1.6840348","1.6663401","1.6493922","1.6382358","1.6359611","1.6295998","1.8632585","1.9064703","1.955518","2.0515947","2.0196149",
"Benin","638","Export Diversification Index","total_theil","Value","4.7556362","4.4723511","4.5974226","4.7447453","4.8566551","4.8990269","5.2653947","5.0292001","4.6803718","4.3831911","4.9430823","4.205193","4.3366361","4.3633389","3.8319407","3.6366572","3.873517","4.0214653","3.9575546","3.6221027","3.805445","3.8314865","3.8469033","3.5464361",
"Burkina Faso","748","Export Diversification Index","total_theil","Value","5.4911366","5.4855447","5.2897191","4.8674769","4.6314745","4.624228","5.2059174","4.7345743","4.835793","3.5065656","3.3315053","3.0055051","4.46422","4.5459962","5.0879912","5.0474596","4.9236288","4.7826242","4.5101581","4.0189867","4.6745944","4.6120119","4.3818622","3.7675087",
"Tonga","866","Export Diversification Index","total_theil","Value","4.2919669","3.8931239","4.2906933","4.0459991","3.9758463","4.1841669","4.240984","3.7617888","4.0132008","3.8887916","4.1956658","3.8858557","3.6269512","3.7562306","3.7014811","3.6181262","3.595428","3.221482","3.2431362","3.0101795","2.9994655","3.0665262","3.0606186","3.166291",
"Trinidad and Tobago","369","Export Diversification Index","total_theil","Value","3.5179884","3.4897907","3.2216284","3.2524917","3.1165125","3.0373802","3.0445061","2.9603059","3.1650698","3.3130968","3.2638183","3.3413639","3.8075576","4.1110411","4.2368331","4.2704215","4.2759385","4.3584847","4.4342451","4.2404842","4.3754992","4.4388771","4.4825821","4.5800896",
"Tunisia","744","Export Diversification Index","total_theil","Value","3.2449286","3.2148106","3.2181098","3.2429039","3.2619114","3.2219212","3.331439","3.3582134","3.2938569","3.2396102","3.1737633","3.1305854","3.1589551","3.0462666","2.844866","2.7490768","2.7675486","2.728812","2.6249042","2.7284327","2.6686325","2.6861145","2.689199","2.7920995",
"Kuwait","443","Export Diversification Index","total_theil","Value","4.7311668","5.3718796","5.3549299","5.0961294","5.0673461","5.0872226","5.0902433","4.8517747","4.8463988","5.3278627","5.2125344","5.2347589","5.2861485","5.4226918","5.6952677","5.7787681","5.7795038","5.8143425","5.6729093","5.6841297","5.7911296","5.8203545","5.6415038","5.6440325",
"Lao People's Democratic Republic","544","Export Diversification Index","total_theil","Value","4.3665271","4.1310248","4.3535609","4.1706376","3.8415082","3.8083439","3.6310203","3.9847717","3.9499483","4.0324101","3.9425633","4.1318364","3.9663141","3.674969","3.2964902","4.1044559","4.1279488","3.8968852","3.7771354","3.8364258","3.8852246","3.6753247","3.6421022","3.7162216",
"Slovak Republic","936","Export Diversification Index","total_theil","Value","0","0","1.3955249","1.4458921","1.5112258","1.5645534","1.6152689","1.8860343","1.9499853","1.9512917","1.9189095","2.0002289","2.3207896","2.249495","2.0323951","2.0780883","2.2587359","2.2123702","2.2637789","2.4118338","2.3965967","2.4576948","2.4384391","2.4013572",
"Slovenia","961","Export Diversification Index","total_theil","Value","0","1.6605003","1.6982516","1.7577171","1.7345775","1.7740448","1.8027123","1.8365322","1.863022","1.8327694","1.7974913","1.8437452","1.8366138","1.886084","1.8444595","1.8434951","1.9713433","1.9006227","1.9566228","2.0342371","1.9693847","1.9757885","1.9716967","2.0003786",
"Senegal","722","Export Diversification Index","total_theil","Value","3.3781471","3.1479256","3.0307202","3.1143913","3.5511734","3.3019469","3.2202904","3.2927752","3.2514834","3.1899273","3.2535701","3.1662962","3.0027263","2.9829664","3.1464241","2.7260778","2.6131153","2.8707435","2.9324615","3.2709","3.157248","2.9865279","2.973978","2.9858382",
"Serbia and Montenegro","965","Export Diversification Index","total_theil","Value","0","1.6666648","2.0345616","2.0008464","1.910158","1.9421335","1.8512938","2.0626335","1.6320974","1.733351","1.6992812","1.7003905","1.8440399","1.6976981","1.7874316","1.7698417","1.661304","1.6081922","1.637686","1.7505426","1.7376356","1.7243766","1.9778901","1.9561605",
"Norway","142","Export Diversification Index","total_theil","Value","3.082927","3.0880749","3.0806479","3.0785043","3.0348406","3.2610595","3.2929318","2.8605599","3.0753562","3.7117176","3.5312841","3.5321052","3.558609","3.6762774","3.8569176","3.8096163","3.5557842","3.671412","3.4459779","3.7261517","3.8805571","3.8751743","3.7595756","3.7638233",
"Nepal","558","Export Diversification Index","total_theil","Value","4.0565076","4.0145249","4.0675721","4.0274496","3.7822883","3.4222293","3.1622615","3.1731429","3.0746238","3.0808208","2.9469278","2.6760755","2.5991495","2.5474157","2.4050429","2.3543825","2.3190491","2.316572","2.3832228","2.3637216","2.3645227","2.3976195","2.4019709","2.4681425",
"New Zealand","196","Export Diversification Index","total_theil","Value","2.2184715","2.2069314","2.1681569","2.0933614","2.0985031","2.1206501","2.145185","2.1411564","2.0868628","2.0784724","2.1638639","2.1417584","2.1030462","2.0965989","2.1048241","2.1125543","2.1520538","2.2492859","2.2236445","2.216835","2.3105752","2.3295898","2.3895488","2.4960034",
"Oman","449","Export Diversification Index","total_theil","Value","5.7633867","5.566885","5.4070792","4.7343931","4.8058429","4.9415097","4.9285545","4.4250216","5.3624091","5.6380959","5.3935118","4.7173576","5.1156631","4.9990759","5.3346434","4.9985986","5.014586","4.8988161","4.3773637","4.5664482","4.4583631","4.9464903","4.9254975","4.3669319",
"Pakistan","564","Export Diversification Index","total_theil","Value","3.3064229","3.2473414","3.2352355","3.3367007","3.2944183","3.2750127","3.2918591","3.2129705","3.2220919","3.2143302","3.1497841","3.1196027","3.132226","3.0998683","3.0615757","3.1081314","3.0934329","3.0760548","3.0254672","3.0640464","2.9720385","2.990294","2.9821584","3.0795617",
"Kenya","664","Export Diversification Index","total_theil","Value","2.968601","2.895335","2.7985663","2.6739426","2.7912061","2.7324584","2.7594142","2.8429596","2.7923403","2.9152205","2.8656933","2.8651204","2.7631896","2.7123737","2.5913","2.5641963","2.5289743","2.4968877","2.5450768","2.7962761","2.8508008","2.8087614","2.7126584","2.745928",
"South Sudan","733","Export Diversification Index","total_theil","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1179953","5.1229587","5.1329947",
"Sao Tome and Principe","716","Export Diversification Index","total_theil","Value","5.1468458","4.3702154","4.4412704","4.1714373","3.9256103","4.3203549","3.893925","3.912416","3.5729082","3.8644364","3.5392542","3.4944172","3.9547851","3.2312858","3.648689","3.8898187","3.4485745","4.1406274","3.6440339","4.0034814","4.0324287","4.2342124","4.7574697","4.8193593",
"Suriname","366","Export Diversification Index","total_theil","Value","5.0747428","4.8262138","4.6324234","4.439549","4.5830069","4.3446345","4.374887","4.5629487","4.4437351","4.6364379","4.9076128","4.7837358","4.8181143","5.0544043","5.1374335","5.0098433","5.0174804","5.0223002","4.3640013","4.336329","4.4235368","3.8481069","3.8186948","3.6906705",
"Malawi","676","Export Diversification Index","total_theil","Value","5.0578585","5.226429","5.0423746","4.8240485","4.7982593","4.4754896","4.9299893","4.6970844","4.8205514","4.8684959","4.9141221","4.9620371","4.7082758","4.5087576","4.6789222","4.6817846","4.3737464","4.4315677","4.8175879","4.800972","4.5029445","4.7150288","4.7095633","4.878686",
"Malaysia","548","Export Diversification Index","total_theil","Value","2.5262301","2.4874053","2.4623325","2.515095","2.6058583","2.6227787","2.7009101","2.7322702","2.8160911","2.9869766","2.9367962","2.9656291","3.0110784","2.9606879","2.9622698","2.9269488","2.7269423","2.664207","2.683687","2.7557151","2.7059798","2.6817906","2.729727","2.6878457",
"Namibia","728","Export Diversification Index","total_theil","Value","0","0","0","0","0","0","0","0","0","3.8322439","4.1602359","3.5092463","3.2592134","3.5819564","3.7994671","4.0010967","3.4373465","3.2118013","3.9802363","3.3565247","3.5259256","3.4709697","3.223268","3.3743727",
"Costa Rica","238","Export Diversification Index","total_theil","Value","3.1764963","3.0921593","2.9821064","3.0655231","3.0024374","2.8998826","2.7817552","2.744945","3.1221418","2.968642","2.7529829","2.9416668","3.4644318","3.5186248","3.3580298","3.466203","3.3666394","3.3546495","3.780304","4.1630197","4.1287036","4.3487382","4.3111205","4.0657196",
"Georgia","915","Export Diversification Index","total_theil","Value","0","3.5989671","3.2818239","3.3467228","3.3924704","2.300559","2.468107","2.4646804","2.527518","2.702884","2.7789891","2.7324176","2.9256456","3.0976043","2.8692501","3.1043382","2.8417306","3.0624866","2.8797772","3.2827988","3.1553485","3.1080363","3.0356369","2.9986584",
"Turkmenistan","925","Export Diversification Index","total_theil","Value","0","4.9178734","5.4214859","5.5497599","4.7287126","5.4311996","5.1311688","3.3271465","4.2270722","4.8286047","5.4213943","5.3428087","5.4113083","5.33428","5.365397","5.3354392","5.5238614","5.2996936","4.2539735","4.2355452","5.4055796","5.6303644","5.5695567","5.4296489",
"Dominica","321","Export Diversification Index","total_theil","Value","4.4167967","4.0631561","3.9979093","3.8845909","3.5433025","3.4561265","3.150924","3.2701757","3.0776718","2.960634","2.7805231","3.1643362","3.0730822","2.8372278","2.913244","2.8565674","2.7911158","2.962769","3.3616674","2.9938986","2.983124","2.8720605","2.8300645","2.8528094",
"St. Kitts and Nevis","361","Export Diversification Index","total_theil","Value","4.0502262","4.2082357","4.2287235","4.395493","4.4241395","4.5240574","4.480062","4.4021635","4.4387417","4.2389975","4.2166252","4.2352118","4.4278269","4.3723898","4.6292238","4.5530005","4.2466316","4.2844687","4.0778866","4.1466975","4.113935","4.2625489","4.137661","4.3541641",
"Korea, Republic of","542","Export Diversification Index","total_theil","Value","1.9434048","1.8976763","1.9041818","2.0054398","2.1539812","2.0887804","2.0798426","2.0692694","2.2001133","2.3158417","2.1826034","2.3511698","2.3834736","2.4616079","2.4936855","2.5355825","2.4442","2.3626955","2.3734162","2.511157","2.4348407","2.4393721","2.453593","2.4187276",
"India","534","Export Diversification Index","total_theil","Value","2.1615064","2.1612992","2.1540949","2.0839124","2.0332689","1.9481132","1.9175277","1.9804918","2.0122418","1.9969008","1.8823264","1.9351944","1.910502","1.9104033","1.9907703","1.8282186","1.8134743","1.8180566","1.9420718","2.1783662","2.3289332","2.152832","2.266109","2.1553607",
"Ireland","178","Export Diversification Index","total_theil","Value","1.9953161","2.0796041","2.0801022","2.2485769","2.3991082","2.3966179","2.5094359","2.8303945","3.0233994","3.1042402","3.2480512","3.2733226","3.1993144","3.179579","3.2027974","3.1397054","3.1491027","3.1694088","3.3253393","3.2079799","3.1008046","3.0629263","2.9565244","2.9386091",
"Cameroon","622","Export Diversification Index","total_theil","Value","4.3453488","4.3761477","4.2484398","4.091691","3.780036","3.8252888","3.9020298","3.9438813","3.9869542","4.2455125","4.1636152","4.0216928","4.0934196","4.2826715","4.2201357","4.5509219","4.2334571","4.3642254","4.0308094","4.1173038","4.1535034","4.1564679","4.4535995","4.5264754",
"Congo, Republic of","634","Export Diversification Index","total_theil","Value","5.2513123","5.2824402","5.1632166","5.0709996","5.1778111","5.3275204","5.3566442","5.169807","5.356616","5.7132545","5.7177477","5.6543183","5.5823612","5.6675081","5.7944779","5.9300046","5.6525064","5.7226286","5.8244991","5.341372","5.4420524","5.5867143","5.2211032","5.1793175",
"Equatorial Guinea","642","Export Diversification Index","total_theil","Value","5.149929","5.1145005","5.3420596","5.349493","4.4630017","4.6658912","5.0747347","5.2851553","5.3883891","5.7716379","5.8510308","5.9831009","5.960299","6.1019511","6.0926347","6.0632415","5.8431544","5.7874174","5.7401567","5.733623","5.6914077","5.7221794","5.6416435","5.6524262",
"China, P.R.: Hong Kong","532","Export Diversification Index","total_theil","Value","2.3521402","2.1277452","2.2276871","2.2509964","2.2988751","2.3306437","2.4012289","2.453265","2.4639752","2.4810355","2.4210258","2.4855249","2.4409699","2.4483068","2.4256253","2.4115469","2.3290567","2.3137677","2.2935076","3.3306348","3.3915465","3.5939822","3.6428869","3.5549688",
"Honduras","268","Export Diversification Index","total_theil","Value","3.4984601","3.3621728","3.3459072","3.2853179","3.4696343","3.5038748","3.5273585","3.5940869","3.7121155","3.7733305","3.7811506","3.7741456","3.7788014","3.7291725","3.6236753","3.5368981","3.3892384","3.3603985","3.3665686","3.3660052","3.3977199","3.332972","3.1926169","3.132467",
"Lebanon","446","Export Diversification Index","total_theil","Value","2.4024515","2.200387","2.4520726","2.3956282","2.1401701","2.4547884","2.4076481","2.2785993","2.4279404","2.4200509","2.3689339","2.0754452","2.1196666","2.1506357","2.1182797","2.0320125","2.169131","2.2419109","2.1669731","2.145309","2.315073","2.2980981","2.2306457","2.0738358",
"Liberia","668","Export Diversification Index","total_theil","Value","4.6430826","4.6966329","4.9315629","5.4492269","5.6941519","5.4475169","4.8124619","5.3745842","4.8469324","4.9735274","5.0157108","5.1829686","5.3022308","5.5645204","5.5791836","4.8094172","5.3974028","4.7162929","4.8726735","4.6482153","4.4548788","4.2681665","4.7200294","4.8332348",
"Libya","672","Export Diversification Index","total_theil","Value","5.7143364","5.6457109","5.6497636","5.6019702","5.3938813","5.7362151","5.5535483","5.4708266","5.4317689","5.9728065","5.9530296","6.0168648","6.0313311","6.0744328","6.1340485","6.1339359","6.1209297","6.1105843","5.8782387","5.9426608","6.0050216","6.1733108","6.081429","5.8011961",
"Iraq","433","Export Diversification Index","total_theil","Value","5.145751","5.5604882","5.611701","6.2027879","6.1741452","5.0705738","6.3399701","6.3693333","6.3423676","6.4012485","6.3829308","6.3225875","6.2250781","6.2329688","6.2857184","6.3281765","6.3347759","6.3555322","6.3728523","6.416954","6.4151182","6.4160419","6.4054041","6.4023862",
"Iceland","176","Export Diversification Index","total_theil","Value","4.4319696","4.3482428","4.2906885","4.1924963","4.0784273","3.9410317","3.9370327","3.9523005","3.9828639","3.9209144","3.8072243","3.7503932","3.7260017","3.7880208","3.9236071","3.9306533","4.0018492","3.836683","3.8427663","4.0614381","4.0104089","4.0049624","3.9107232","4.0704408",
"Korea, Democratic People's Rep. of","954","Export Diversification Index","total_theil","Value","2.1653917","2.3755109","2.2741368","2.3709726","2.2961857","2.0637498","2.0886817","2.1351907","2.0514281","2.1235013","2.1197891","2.3160527","2.4562163","2.3082111","1.905352","2.0795345","2.1070316","2.1459405","2.1907465","2.4165254","3.0703607","3.2833455","3.4649811","3.3105395",
"Portugal","182","Export Diversification Index","total_theil","Value","2.2241144","2.234004","2.0238872","2.1460001","2.0865474","2.1496861","2.1233149","2.1180172","2.1009359","2.0882638","2.0620599","2.0372415","2.0160854","1.8830492","1.8103315","1.784112","1.6527547","1.5983906","1.628418","1.7777495","1.7846721","1.7903538","1.8147434","1.7920697",
"Canada","156","Export Diversification Index","total_theil","Value","1.9767795","1.9649137","2.0097213","2.0135715","1.9549472","1.9054667","1.8937439","1.8942481","1.9952099","2.0434673","2.0355642","2.0353","2.0622008","2.032423","2.0580397","2.0341501","2.0162055","2.0963814","1.9769506","2.169204","2.2167716","2.2808771","2.2709212","2.3155727",
"Switzerland","146","Export Diversification Index","total_theil","Value","1.7008588","1.7011377","1.7381364","1.7686207","1.7663471","1.8439808","1.8453357","1.8490436","1.8894771","1.8935102","1.8878247","1.9128131","1.9172252","1.9315958","1.9785175","2.0171082","2.0122473","2.0380263","2.1705363","2.1878545","2.1996427","2.3422799","2.4547532","2.4002521",
"Chile","228","Export Diversification Index","total_theil","Value","3.2800317","3.0911534","2.9956434","2.9311225","3.1589513","3.000267","3.1099477","2.991292","2.9757168","3.1505082","3.0111761","3.0510519","3.0950649","3.3573709","3.3424194","3.7290726","3.7342439","3.5348876","3.4344335","3.7285028","3.6611662","3.6264966","3.6035428","3.5059052",
"China, P.R.: Mainland","924","Export Diversification Index","total_theil","Value","1.9805737","2.0536022","2.0912786","2.0173595","1.9492984","1.9944654","1.9877515","2.0195618","2.0300333","2.0154033","2.0144229","2.0331006","2.064152","2.0689375","2.072325","2.054028","1.9005246","1.8558888","1.9815483","2.0401247","1.9909364","2.0168903","2.0342629","2.005831",
"Marshall Islands, Republic of","867","Export Diversification Index","total_theil","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.7203064","5.7049513","5.2835112","5.0858436","5.4535508",
"Brunei Darussalam","516","Export Diversification Index","total_theil","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5632701","5.5282516","5.5154305","5.5716825","5.3838382",
"Bhutan","514","Export Diversification Index","total_theil","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4001017","4.1895676","4.091104","5.0561676","4.8219128",
"Botswana","616","Export Diversification Index","total_theil","Value","0","0","0","0","0","0","0","0","0","4.7068796","5.5020843","5.5912189","5.6303701","5.7083378","5.7753534","5.4203248","4.9497323","4.690239","3.8562059","4.6656251","5.8831334","5.6925545","5.9482756","5.8221307",
"Central African Republic","626","Export Diversification Index","total_theil","Value","4.8275313","5.2210455","5.1044888","4.7421837","4.8034225","4.758719","4.7407184","5.0131888","5.0835967","5.198678","4.9074216","5.114635","4.739924","4.8510532","4.5580635","4.4647236","4.3587379","4.3131399","4.6379862","4.4322481","4.784852","4.7679605","4.6688547","4.8121753",
"Thailand","578","Export Diversification Index","total_theil","Value","2.06533","2.0488107","2.0140285","2.0567734","2.0793686","2.0773668","2.067698","2.0688558","2.0411193","2.0597732","2.0040996","1.9854366","1.9938571","2.0211143","2.055357","2.0542347","1.9908769","1.9997851","2.010571","2.0893896","1.9718831","2.0303612","2.0060999","1.9635195",
"Sweden","144","Export Diversification Index","total_theil","Value","1.7320514","1.7424949","1.7566938","1.7971467","1.8237238","1.8378129","1.8663862","1.9401064","2.0299439","2.0787396","1.8847022","1.8392305","1.8744148","1.8865048","1.8727138","1.8646089","1.7801808","1.7227829","1.6764981","2.0533741","2.0213375","2.0392547","1.9976498","1.9914459",
"Swaziland","734","Export Diversification Index","total_theil","Value","0","0","0","0","0","0","0","0","0","3.2687929","3.7626786","3.133914","3.359987","3.2357748","3.0917344","2.9681115","2.8285024","2.7480032","2.9385951","2.8141348","2.7520199","3.0198145","3.1717103","3.1785815",
"Seychelles","718","Export Diversification Index","total_theil","Value","5.0220704","5.1709962","4.26017","5.0434813","4.3202834","4.3998432","4.5505481","4.7949829","5.0116515","5.091764","4.923173","4.9673934","4.9676032","4.5697622","4.4721131","4.6950212","4.6373839","4.616581","4.8250513","4.8595982","5.1201448","4.8371482","5.0562754","5.0400958",
"United Arab Emirates","466","Export Diversification Index","total_theil","Value","4.9810214","4.8259673","4.529727","4.4847383","4.2395182","4.3553281","4.1752653","3.6992605","3.6097951","4.0184641","3.758878","3.5543263","3.7646308","3.6393216","3.6789093","4.3772011","3.8549123","4.1610575","4.050509","3.4924321","3.6957402","3.8031967","3.8424044","3.858079",
"Argentina","213","Export Diversification Index","total_theil","Value","2.1054313","2.2077587","2.1497083","2.1575632","2.0342562","2.1756179","2.2263694","2.1615815","2.1152277","2.2581046","2.2884486","2.2989578","2.3956997","2.3431988","2.2805912","2.2240136","2.3673687","2.4603512","2.3446772","2.4920745","2.4715674","2.509167","2.5459228","2.6033194",
